station_id,historical_station_idx_lookup__NSE,historical_station_idx_lookup__KGE,historical_station_idx_lookup__snow_pbm_gate_mean,historical_station_idx_lookup__runoff_pbm_gate_mean,historical_station_idx_lookup__et_pbm_gate_mean,historical_station_idx_lookup__drainage_pbm_gate_mean,forced_raw_zero__NSE,forced_raw_zero__KGE,forced_raw_zero__snow_pbm_gate_mean,forced_raw_zero__runoff_pbm_gate_mean,forced_raw_zero__et_pbm_gate_mean,forced_raw_zero__drainage_pbm_gate_mean,recovered_precomputed__NSE,recovered_precomputed__KGE,recovered_precomputed__snow_pbm_gate_mean,recovered_precomputed__runoff_pbm_gate_mean,recovered_precomputed__et_pbm_gate_mean,recovered_precomputed__drainage_pbm_gate_mean,corr_historical_zero,corr_recovered_zero,corr_recovered_historical,median_abs_daily_historical_zero,median_abs_daily_recovered_zero,median_abs_daily_recovered_historical,max_abs_daily_historical_zero,max_abs_daily_recovered_zero
camels_01539000,0.6864284147982254,0.6922507332686665,0.03199422731844455,0.037910427379801596,0.0016309451138030201,0.02639358551458703,0.6864284147982254,0.6922507332686665,0.03199422731844455,0.037910427379801596,0.0016309451138030201,0.02639358551458703,0.6864232706496085,0.6922445578381641,0.03199422731844455,0.037910427379801596,0.0016309451138030201,0.02639358551458703,1.0,0.9999999984867268,0.9999999984867268,0.0,8.945930932036106e-06,8.945930932036106e-06,0.0,0.003358890067625353
camels_01542810,0.6976125284870587,0.7217021245878781,0.04459255752408722,0.061090236454899846,0.001973595773956113,0.04680214547240468,0.6976125284870587,0.7217021245878781,0.04459255752408722,0.061090236454899846,0.001973595773956113,0.04680214547240468,0.6976080183001516,0.7217001571394409,0.04459255752408722,0.061090236454899846,0.001973595773956113,0.04680214547240468,0.9999999999999998,0.999999998919483,0.999999998919483,0.0,5.198003381723382e-06,5.198003381723382e-06,0.0,0.0016578658046446648
camels_01543000,0.7624381099568258,0.7772415389695041,0.04124569535013628,0.053362687364311295,0.0018637919280882055,0.04053044967187104,0.7624381099568258,0.7772415389695041,0.04124569535013628,0.053362687364311295,0.0018637919280882055,0.04053044967187104,0.7624349458433509,0.7772408340378847,0.04124569535013628,0.053362687364311295,0.0018637919280882055,0.04053044967187104,0.9999999999999998,0.999999999284682,0.999999999284682,0.0,0.0,0.0,0.0,0.001223845703317128
camels_01543500,0.8069281744611705,0.8281035432203285,0.03960856192010411,0.05119274750684386,0.001805591051283521,0.040224355422942684,0.8069281744611705,0.8281035432203285,0.03960856192010411,0.05119274750684386,0.001805591051283521,0.040224355422942684,0.8069256280070187,0.8281057767038966,0.03960856192010411,0.05119274750684386,0.001805591051283521,0.040224355422942684,1.0,0.9999999993281843,0.9999999993281843,0.0,9.045006329699845e-06,9.045006329699845e-06,0.0,0.001011153302614698
camels_01544500,0.8107203051673874,0.8473995081988126,0.03966168448117394,0.04849175072103195,0.0016616259578758998,0.03577410908789954,0.8107203051673874,0.8473995081988126,0.03966168448117394,0.04849175072103195,0.0016616259578758998,0.03577410908789954,0.8107172590614933,0.8473998084122238,0.03966168448117394,0.04849175072103195,0.0016616259578758998,0.03577410908789954,1.0,0.999999999059551,0.999999999059551,0.0,1.6898631178374757e-05,1.6898631178374757e-05,0.0,0.0015297435913717017
camels_01545600,0.8201055304757124,0.8443883864890039,0.03996292330914047,0.0523444386573157,0.0016609853469817682,0.03780777101342625,0.8201055304757124,0.8443883864890039,0.03996292330914047,0.0523444386573157,0.0016609853469817682,0.03780777101342625,0.8201036817619047,0.8443878451844604,0.03996292330914047,0.0523444386573157,0.0016609853469817682,0.03780777101342625,1.0,0.9999999987973777,0.9999999987973777,0.0,1.0093857079063184e-05,1.0093857079063184e-05,0.0,0.0011587038196410049
camels_01547700,0.709118093105142,0.718445118780545,0.0445262707754758,0.07297006107972553,0.0020577457323519258,0.05780708049905711,0.709118093105142,0.718445118780545,0.0445262707754758,0.07297006107972553,0.0020577457323519258,0.05780708049905711,0.7091130584060554,0.7184434543537115,0.0445262707754758,0.07297006107972553,0.0020577457323519258,0.05780708049905711,1.0,0.9999999989090961,0.9999999989090961,0.0,1.0061584411857893e-05,1.0061584411857893e-05,0.0,0.0011701641644430438
camels_01548500,0.8325095908931912,0.8791523454500553,0.04093174808649214,0.05125567066742005,0.001714656270783523,0.038303036331888626,0.8325095908931912,0.8791523454500553,0.04093174808649214,0.05125567066742005,0.001714656270783523,0.038303036331888626,0.8325066026193579,0.8791600173854841,0.04093174808649214,0.05125567066742005,0.001714656270783523,0.038303036331888626,1.0,0.9999999994365546,0.9999999994365546,0.0,1.2416875916354542e-05,1.2416875916354542e-05,0.0,0.0010109626403185246
camels_01549500,0.7045346427257282,0.7852206976739352,0.04224463689157977,0.06098872991411004,0.0018738133912154192,0.04775993780480437,0.7045346427257282,0.7852206976739352,0.04224463689157977,0.06098872991411004,0.0018738133912154192,0.04775993780480437,0.7045232007598109,0.7852179422346831,0.04224463689157977,0.06098872991411004,0.0018738133912154192,0.04775993780480437,1.0,0.9999999990334377,0.9999999990334377,0.0,5.328437490792481e-06,5.328437490792481e-06,0.0,0.00319617852648002
camels_01550000,0.7314304942875836,0.7930974374872639,0.03779196129851119,0.046642213709214154,0.0016903169014874627,0.035246029248344,0.7314304942875836,0.7930974374872639,0.03779196129851119,0.046642213709214154,0.0016903169014874627,0.035246029248344,0.7314225110216384,0.7930936382652568,0.03779196129851119,0.046642213709214154,0.0016903169014874627,0.035246029248344,1.0,0.9999999993160662,0.9999999993160662,0.0,9.283683681360344e-06,9.283683681360344e-06,0.0,0.0015803306267483386
camels_01552000,0.7018809891277062,0.7432138689715511,0.03487953588396734,0.036344595516429226,0.0016147507615311876,0.024302045423650838,0.7018809891277062,0.7432138689715511,0.03487953588396734,0.036344595516429226,0.0016147507615311876,0.024302045423650838,0.7018782046764143,0.7432062849445233,0.03487953588396734,0.036344595516429226,0.0016147507615311876,0.024302045423650838,1.0,0.9999999977771369,0.9999999977771369,0.0,2.28466264347027e-05,2.28466264347027e-05,0.0,0.004756801969417523
camels_01552500,0.7450229371750546,0.8249625260125573,0.0347303108076053,0.035086850365567156,0.0016191578298263086,0.02413185150579797,0.7450229371750546,0.8249625260125573,0.0347303108076053,0.035086850365567156,0.0016191578298263086,0.02413185150579797,0.7450157375771709,0.8249621371555981,0.0347303108076053,0.035086850365567156,0.0016191578298263086,0.02413185150579797,1.0,0.9999999993740644,0.9999999993740644,0.0,1.562244695829662e-05,1.562244695829662e-05,0.0,0.001828841068465259
camels_01557500,0.7978831293614316,0.8309019667451539,0.03702656743976214,0.05028937070896853,0.0017977769186240423,0.038016649288773297,0.7978831293614316,0.8309019667451539,0.03702656743976214,0.05028937070896853,0.0017977769186240423,0.038016649288773297,0.7978777983784584,0.8309030882449384,0.03702656743976214,0.05028937070896853,0.0017977769186240423,0.038016649288773297,1.0,0.9999999993396428,0.9999999993396428,0.0,7.671158337885231e-06,7.671158337885231e-06,0.0,0.0012889475758743885
camels_01567500,0.4368224668386276,0.5693917571283047,0.028870585288769332,0.03257373709224059,0.0016618844945338871,0.017567899986406368,0.4368224668386276,0.5693917571283047,0.028870585288769332,0.03257373709224059,0.0016618844945338871,0.017567899986406368,0.4368212455424334,0.5693902009697123,0.028870585288769332,0.03257373709224059,0.0016618844945338871,0.017567899986406368,1.0,0.9999999997452571,0.9999999997452571,0.0,1.2717625768932095e-05,1.2717625768932095e-05,0.0,0.0008231221753098872
camels_01568000,0.5593648204159587,0.6027029660512677,0.029624189953291392,0.03947101925739652,0.0017574514385169224,0.026664400003986476,0.5593648204159587,0.6027029660512677,0.029624189953291392,0.03947101925739652,0.0017574514385169224,0.026664400003986476,0.5593561577154494,0.6026942781889795,0.029624189953291392,0.03947101925739652,0.0017574514385169224,0.026664400003986476,1.0,0.9999999981770404,0.9999999981770404,0.0,7.871595192998626e-06,7.871595192998626e-06,0.0,0.003484601326400938
camels_01580000,0.48235706751819074,0.6033455803535218,0.022154450561647242,0.016373555800494027,0.0015179927644091253,0.005002798656904673,0.48235706751819074,0.6033455803535218,0.022154450561647242,0.016373555800494027,0.0015179927644091253,0.005002798656904673,0.4823376063209881,0.6033306833034204,0.022154450561647242,0.016373555800494027,0.0015179927644091253,0.005002798656904673,1.0,0.9999999987789739,0.9999999987789739,0.0,9.643441219786553e-06,9.643441219786553e-06,0.0,0.0012436916286775457
